Time,"Engine speed","Manifold pressure","Air mass measured","Air mass calculated","Periodic air mass","Lambda actual value group 1","Lambda actual value group 2","Additive mixture adaptation idle bank 1","Additive mixture adaptation idle bank 2","Multiplicative mixture adaptation low load bank 1","Multiplicative mixture adaptation low load bank 2","Throttle valve setpoint","Current throttle angle","Idle target speed","Opening angle of the EGR valve","Duty cycle: air damper","DISA1 PWM (large / upper flap)","DISA2 PWM (small / lower flap)","Uneven running of cylinder 1","Uneven running cylinder 2","Uneven running cylinder 3","Uneven running cylinder 4","Number of misfires over life, cylinder 1","Number of misfires over life, cylinder 2","Number of misfires over life, cylinder 3","Number of misfires over life, cylinder 4","Intake air temperature","Temperature before throttle valve","Leakage air adaptation actual value","Fuel pressure upstream of quantity control valve"
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0,0,0,0,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,0,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,0,0,0,0,0,0
0.003,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,0,0,0,0,0
0.004,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,0,0,0,0
0.004,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,0,0,0
0.004,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0,0
0.004,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,0
0.004,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.270,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.271,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.271,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.272,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.272,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.272,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.273,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.273,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.274,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.274,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.275,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.275,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.275,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.276,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.276,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.276,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.277,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.277,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.278,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.278,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.278,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.279,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.279,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.279,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.279,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.280,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.280,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.280,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.280,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.39
3.281,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.542,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.542,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.543,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.543,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.544,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.544,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.544,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.545,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.545,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.546,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.546,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.547,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.547,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.547,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.547,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.548,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.548,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.548,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.548,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.549,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.549,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.549,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.549,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.550,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.550,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.550,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.550,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.551,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.551,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
6.551,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.813,0.00,1.02,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.813,0.00,1.01,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.813,0.00,1.01,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.814,0.00,1.01,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.814,0.00,1.01,0.00,0.00,0.00,1.29,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.815,0.00,1.01,0.00,0.00,0.00,1.00,1.29,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.815,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.815,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.816,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.816,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.817,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.817,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.817,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.818,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.818,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,3.12,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.819,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,3.12,5.08,67.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.819,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,3.12,5.08,15.00,67.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.819,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,3.12,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
9.820,0.00,1.01,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,4.70,777.00,3.12,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19940.00,14749.00,26780.00,65535.00,28.00,28.50,0.00,5.35
